length,highway,geometry
186.27618679582184,residential,"LINESTRING (73.1128693 33.7324092, 73.1128451 33.732474, 73.1128075 33.7325419, 73.112771 33.7326057, 73.112738 33.7326696, 73.1127058 33.7327329, 73.1126678 33.7327934, 73.1126296 33.7328538, 73.1125927 33.7329141, 73.1125395 33.7329927, 73.1124811 33.7330829, 73.1124379 33.7331642, 73.1123992 33.7332432, 73.1123561 33.7333222, 73.1123139 33.7333991, 73.1122599 33.733461, 73.1121976 33.7335182, 73.112128 33.7335813, 73.1120626 33.7336485, 73.1120255 33.7336833, 73.1119999 33.7337046, 73.1119745 33.7337086, 73.1119463 33.7337068, 73.1119053 33.7336999, 73.1117908 33.7336719)"
171.8819837760047,residential,"LINESTRING (73.1128693 33.7324092, 73.1128907 33.7323609, 73.1129298 33.7322944, 73.1129899 33.7322123, 73.1130596 33.7321294, 73.113136 33.7320495, 73.1132 33.7319894, 73.1132609 33.7318955, 73.113287 33.7318334, 73.1133091 33.731776, 73.1133265 33.7317267, 73.1133424 33.7316773, 73.1133578 33.7316286, 73.1133715 33.7315791, 73.1133839 33.731529, 73.1133971 33.7314762, 73.1134123 33.731426, 73.1134288 33.7313889, 73.1134463 33.7313487, 73.113444 33.7313135, 73.1134353 33.7312902, 73.1133912 33.7312727, 73.1133286 33.7312514, 73.1132578 33.7312317, 73.1131891 33.731206, 73.1130998 33.7311672)"
57.36934256902096,residential,"LINESTRING (73.1128693 33.7324092, 73.1127657 33.7323557, 73.1126686 33.7322961, 73.1125874 33.7322461, 73.112499 33.7321916, 73.1124258 33.732141, 73.1123772 33.7320974)"
122.72689327149011,residential,"LINESTRING (73.1117908 33.7336719, 73.1117806 33.7337216, 73.1117612 33.7337847, 73.1117258 33.7338262, 73.1116514 33.7338769, 73.1115956 33.7339241, 73.1115346 33.7339829, 73.1114889 33.7340405, 73.1114078 33.7341455, 73.1113547 33.7342128, 73.1113238 33.7342723, 73.1113002 33.7343287, 73.1112767 33.7343976, 73.1112539 33.7344713, 73.1112355 33.7345236, 73.1112135 33.7345897, 73.1112028 33.7346326)"
195.79474964689564,residential,"LINESTRING (73.1117908 33.7336719, 73.1117859 33.7335927, 73.1117793 33.7334905, 73.1117833 33.733388, 73.1117893 33.7333347, 73.1118041 33.7332819, 73.1118421 33.7332036, 73.1118906 33.7331191, 73.1119318 33.7330568, 73.1119741 33.7329967, 73.1120081 33.7329486, 73.1120311 33.7329004, 73.112052 33.7328551, 73.1120705 33.7327912, 73.1120776 33.732733, 73.1120821 33.7326853, 73.1120708 33.7326452, 73.1120543 33.7326146, 73.1120354 33.7325559, 73.1120257 33.7324877, 73.112019 33.7324437, 73.1120405 33.7323746, 73.1120699 33.7323148, 73.1120969 33.732284, 73.1121288 33.7322583, 73.1121875 33.7322249, 73.1122538 33.7321865, 73.1123292 33.7321307, 73.1123772 33.7320974)"
186.27618679582184,residential,"LINESTRING (73.1117908 33.7336719, 73.1119053 33.7336999, 73.1119463 33.7337068, 73.1119745 33.7337086, 73.1119999 33.7337046, 73.1120255 33.7336833, 73.1120626 33.7336485, 73.112128 33.7335813, 73.1121976 33.7335182, 73.1122599 33.733461, 73.1123139 33.7333991, 73.1123561 33.7333222, 73.1123992 33.7332432, 73.1124379 33.7331642, 73.1124811 33.7330829, 73.1125395 33.7329927, 73.1125927 33.7329141, 73.1126296 33.7328538, 73.1126678 33.7327934, 73.1127058 33.7327329, 73.112738 33.7326696, 73.112771 33.7326057, 73.1128075 33.7325419, 73.1128451 33.732474, 73.1128693 33.7324092)"
116.08684100437782,residential,"LINESTRING (73.1123769 33.7342335, 73.112309 33.734342, 73.1122437 33.7344599, 73.112191 33.7345747, 73.1121446 33.7346956, 73.1121086 33.7348416, 73.112096 33.7349119, 73.1121021 33.7349768, 73.1121111 33.7350226, 73.1121208 33.7350828, 73.1121172 33.7351181, 73.1120975 33.7351669, 73.1120591 33.735221)"
1.8716330255576366,residential,"LINESTRING (73.1112028 33.7346326, 73.1111988 33.7346491)"
122.72689327149008,residential,"LINESTRING (73.1112028 33.7346326, 73.1112135 33.7345897, 73.1112355 33.7345236, 73.1112539 33.7344713, 73.1112767 33.7343976, 73.1113002 33.7343287, 73.1113238 33.7342723, 73.1113547 33.7342128, 73.1114078 33.7341455, 73.1114889 33.7340405, 73.1115346 33.7339829, 73.1115956 33.7339241, 73.1116514 33.7338769, 73.1117258 33.7338262, 73.1117612 33.7337847, 73.1117806 33.7337216, 73.1117908 33.7336719)"
50.59295172938361,residential,"LINESTRING (73.1112028 33.7346326, 73.1110939 33.7346179, 73.1106845 33.7346357, 73.11066 33.7346448)"
31.492061032778032,residential,"LINESTRING (73.1106925 33.7349989, 73.111033 33.7350042)"
37.01337851383427,residential,"LINESTRING (73.1106925 33.7349989, 73.1105941 33.7350134, 73.110558 33.7350251, 73.1105289 33.7350468, 73.1104159 33.7352062)"
39.969723488102346,residential,"LINESTRING (73.1106925 33.7349989, 73.110709 33.7348577, 73.1107006 33.7348169, 73.1106845 33.7347839, 73.11066 33.7346448)"
31.492061032778032,residential,"LINESTRING (73.111033 33.7350042, 73.1106925 33.7349989)"
46.35841853131546,residential,"LINESTRING (73.111033 33.7350042, 73.1109913 33.7350827, 73.1109863 33.7351259, 73.1109886 33.7351859, 73.1109867 33.7352387, 73.1109794 33.7352937, 73.1109695 33.7353444, 73.1109496 33.7354105)"
43.018798043197854,residential,"LINESTRING (73.111033 33.7350042, 73.1110573 33.7349837, 73.1111084 33.7349157, 73.1111414 33.7348501, 73.1111665 33.7347811, 73.1111859 33.7347036, 73.1111988 33.7346491)"
2.2919294898280094,residential,"LINESTRING (73.1120591 33.735221, 73.1120462 33.7352386)"
112.80322681900742,residential,"LINESTRING (73.1120591 33.735221, 73.1118897 33.7352851, 73.1118278 33.7353063, 73.1117871 33.7353624, 73.1117273 33.7354553, 73.1116079 33.7355527, 73.1114981 33.7356759, 73.111372 33.7357989, 73.1112956 33.7359663)"
116.08684100437782,residential,"LINESTRING (73.1120591 33.735221, 73.1120975 33.7351669, 73.1121172 33.7351181, 73.1121208 33.7350828, 73.1121111 33.7350226, 73.1121021 33.7349768, 73.112096 33.7349119, 73.1121086 33.7348416, 73.1121446 33.7346956, 73.112191 33.7345747, 73.1122437 33.7344599, 73.112309 33.734342, 73.1123769 33.7342335)"
14.594645456134009,residential,"LINESTRING (73.1104159 33.7352062, 73.1105583 33.7352628)"
47.60328883421318,residential,"LINESTRING (73.1104159 33.7352062, 73.1103188 33.735418, 73.1102643 33.7355542, 73.1102286 33.7356039)"
37.01337851383427,residential,"LINESTRING (73.1104159 33.7352062, 73.1105289 33.7350468, 73.110558 33.7350251, 73.1105941 33.7350134, 73.1106925 33.7349989)"
18.237816705190163,residential,"LINESTRING (73.1109496 33.7354105, 73.1107648 33.7353532)"
35.33612477210582,residential,"LINESTRING (73.1109496 33.7354105, 73.1109313 33.7354499, 73.1109021 33.7355136, 73.1108722 33.7355774, 73.1108518 33.7356336, 73.1108359 33.7357127)"
46.358418531315465,residential,"LINESTRING (73.1109496 33.7354105, 73.1109695 33.7353444, 73.1109794 33.7352937, 73.1109867 33.7352387, 73.1109886 33.7351859, 73.1109863 33.7351259, 73.1109913 33.7350827, 73.111033 33.7350042)"
91.87628276316869,residential,"LINESTRING (73.1102286 33.7356039, 73.1101478 33.735705, 73.1101205 33.73572, 73.1100897 33.7357256, 73.109756 33.735699, 73.1095733 33.7356804, 73.1094731 33.7356723, 73.1093641 33.7356721, 73.1093448 33.7356829, 73.1093238 33.735702)"
47.60328883421319,residential,"LINESTRING (73.1102286 33.7356039, 73.1102643 33.7355542, 73.1103188 33.735418, 73.1104159 33.7352062)"
62.04036023065441,residential,"LINESTRING (73.1102286 33.7356039, 73.1104378 33.7355604, 73.1104922 33.7355511, 73.110524 33.7355551, 73.1105676 33.7355736, 73.1105971 33.7356023, 73.1106739 33.7356368, 73.1108359 33.7357127)"
53.215877879471094,residential,"LINESTRING (73.1108359 33.7357127, 73.1108271 33.7357444, 73.1108014 33.7358159, 73.1107625 33.7358768, 73.1107251 33.7359407, 73.1106898 33.7360023, 73.110645 33.736061, 73.1105794 33.7361371)"
35.33612477210582,residential,"LINESTRING (73.1108359 33.7357127, 73.1108518 33.7356336, 73.1108722 33.7355774, 73.1109021 33.7355136, 73.1109313 33.7354499, 73.1109496 33.7354105)"
62.0403602306544,residential,"LINESTRING (73.1108359 33.7357127, 73.1106739 33.7356368, 73.1105971 33.7356023, 73.1105676 33.7355736, 73.110524 33.7355551, 73.1104922 33.7355511, 73.1104378 33.7355604, 73.1102286 33.7356039)"
61.074869703545666,residential,"LINESTRING (73.1093238 33.735702, 73.1092967 33.7357614, 73.1092783 33.7358318, 73.1092631 33.7358942, 73.1092373 33.7359381, 73.1091877 33.7359952, 73.1091388 33.7360523, 73.1091078 33.7361109, 73.1090763 33.7361758, 73.1090664 33.7362011)"
91.87628276316866,residential,"LINESTRING (73.1093238 33.735702, 73.1093448 33.7356829, 73.1093641 33.7356721, 73.1094731 33.7356723, 73.1095733 33.7356804, 73.109756 33.735699, 73.1100897 33.7357256, 73.1101205 33.73572, 73.1101478 33.735705, 73.1102286 33.7356039)"
83.79857673556226,residential,"LINESTRING (73.1093238 33.735702, 73.1093191 33.735671, 73.1093004 33.7356511, 73.1092677 33.7356383, 73.1092052 33.7356228, 73.1091714 33.7355989, 73.10901 33.7354521, 73.1090037 33.7354286, 73.1087968 33.7353415, 73.10876 33.7353221, 73.1087262 33.7352919, 73.1086382 33.7352536)"
99.25634160360235,residential,"LINESTRING (73.1118211 33.7361078, 73.1118283 33.7360406, 73.1118519 33.7359576, 73.1118787 33.7358799, 73.1119019 33.735798, 73.111942 33.7356792, 73.1119736 33.7355685, 73.1119827 33.7354729, 73.1119954 33.7353867, 73.1120142 33.7353004, 73.1120462 33.7352386)"
26.05798095680632,residential,"LINESTRING (73.1118211 33.7361078, 73.1118343 33.7361857, 73.1118593 33.736255, 73.1119022 33.7363303)"
52.23806838816627,residential,"LINESTRING (73.1118211 33.7361078, 73.1115184 33.7360626, 73.1114863 33.7360528, 73.1114626 33.7360233, 73.1112956 33.7359663)"
33.93517255712798,residential,"LINESTRING (73.1105794 33.7361371, 73.1109016 33.7362832)"
42.54087183543422,residential,"LINESTRING (73.1105794 33.7361371, 73.1105499 33.7361738, 73.1105081 33.7362486, 73.1104776 33.7363192, 73.1104468 33.7364052, 73.1104372 33.7364679, 73.1104672 33.7364806)"
53.215877879471094,residential,"LINESTRING (73.1105794 33.7361371, 73.110645 33.736061, 73.1106898 33.7360023, 73.1107251 33.7359407, 73.1107625 33.7358768, 73.1108014 33.7358159, 73.1108271 33.7357444, 73.1108359 33.7357127)"
57.161904999137434,residential,"LINESTRING (73.1090664 33.7362011, 73.1091068 33.736254, 73.1091611 33.7362805, 73.1093916 33.736311, 73.1096335 33.7363502)"
52.818970159042905,residential,"LINESTRING (73.1090664 33.7362011, 73.1089963 33.7362956, 73.1089708 33.736361, 73.108958 33.7364279, 73.1089433 33.7364966, 73.1089252 33.7365659, 73.1088947 33.7366489)"
61.07486970354566,residential,"LINESTRING (73.1090664 33.7362011, 73.1090763 33.7361758, 73.1091078 33.7361109, 73.1091388 33.7360523, 73.1091877 33.7359952, 73.1092373 33.7359381, 73.1092631 33.7358942, 73.1092783 33.7358318, 73.1092967 33.7357614, 73.1093238 33.735702)"
26.05798095680632,residential,"LINESTRING (73.1119022 33.7363303, 73.1118593 33.736255, 73.1118343 33.7361857, 73.1118211 33.7361078)"
80.90068149519296,residential,"LINESTRING (73.1119022 33.7363303, 73.1119607 33.7363887, 73.1120564 33.7364689, 73.1121108 33.7365204, 73.1121703 33.7365768, 73.1122245 33.7366267, 73.1122684 33.7366704, 73.1123045 33.736734, 73.1123429 33.7368031, 73.1123775 33.7368635, 73.1123822 33.7368936, 73.1123739 33.7369198)"
84.91888780027956,residential,"LINESTRING (73.1119022 33.7363303, 73.1118631 33.7363951, 73.1118428 33.7364013, 73.1118152 33.7364004, 73.1117854 33.736388, 73.1117641 33.736388, 73.1117492 33.7364004, 73.1115533 33.7365943, 73.1115363 33.7366058, 73.1115171 33.7366093, 73.1114905 33.736604, 73.1114714 33.7365934, 73.1114479 33.7365863, 73.1114213 33.7365801, 73.1113883 33.7365872, 73.1111998 33.7366864)"
78.73799858197889,residential,"LINESTRING (73.1096335 33.7363502, 73.1098868 33.7364123, 73.1099373 33.7364211, 73.1101097 33.7364295, 73.1103845 33.7364747, 73.1104672 33.7364806)"
57.16190499913744,residential,"LINESTRING (73.1096335 33.7363502, 73.1093916 33.736311, 73.1091611 33.7362805, 73.1091068 33.736254, 73.1090664 33.7362011)"
49.15712723638911,residential,"LINESTRING (73.1096335 33.7363502, 73.1095934 33.7364857, 73.10958 33.7365092, 73.1095625 33.736527, 73.1094392 33.7365605, 73.1094244 33.736566, 73.1094177 33.7365805, 73.1093989 33.7366961)"
34.753518256061916,residential,"LINESTRING (73.1104672 33.7364806, 73.1104338 33.7365414, 73.1104251 33.7366365, 73.1104133 33.7367014, 73.1104095 33.7367583, 73.1104144 33.7367857)"
42.540871835434224,residential,"LINESTRING (73.1104672 33.7364806, 73.1104372 33.7364679, 73.1104468 33.7364052, 73.1104776 33.7363192, 73.1105081 33.7362486, 73.1105499 33.7361738, 73.1105794 33.7361371)"
78.73799858197889,residential,"LINESTRING (73.1104672 33.7364806, 73.1103845 33.7364747, 73.1101097 33.7364295, 73.1099373 33.7364211, 73.1098868 33.7364123, 73.1096335 33.7363502)"
46.91770141264657,residential,"LINESTRING (73.1088947 33.7366489, 73.1093989 33.7366961)"
90.10075553469316,residential,"LINESTRING (73.1088947 33.7366489, 73.1088771 33.7366912, 73.1088381 33.7367578, 73.1088099 33.7368223, 73.1087823 33.7368871, 73.1087676 33.7369541, 73.1087501 33.7370274, 73.1087293 33.737111, 73.108689 33.737195, 73.1086504 33.7372738, 73.1086132 33.7373517, 73.1085967 33.7374168)"
52.818970159042905,residential,"LINESTRING (73.1088947 33.7366489, 73.1089252 33.7365659, 73.1089433 33.7364966, 73.108958 33.7364279, 73.1089708 33.736361, 73.1089963 33.7362956, 73.1090664 33.7362011)"
8.69497169040364,residential,"LINESTRING (73.1111395 33.7367464, 73.1111998 33.7366864)"
11.911225752108907,residential,"LINESTRING (73.1111395 33.7367464, 73.1110927 33.7368462)"
87.14779172151637,residential,"LINESTRING (73.1111395 33.7367464, 73.1110126 33.7366585, 73.1109233 33.7366089, 73.110831 33.7365771, 73.1107438 33.7365532, 73.1106921 33.736569, 73.1106703 33.7365894, 73.1106386 33.7366125, 73.1106167 33.7366084, 73.1105848 33.7366013, 73.1105593 33.7366061, 73.1105372 33.736628, 73.1105219 33.7366626, 73.1104971 33.7367189, 73.110472 33.7367446, 73.1104144 33.7367857)"
12.034585327357409,residential,"LINESTRING (73.1104144 33.7367857, 73.1104123 33.7368249, 73.1103911 33.7368916)"
34.753518256061916,residential,"LINESTRING (73.1104144 33.7367857, 73.1104095 33.7367583, 73.1104133 33.7367014, 73.1104251 33.7366365, 73.1104338 33.7365414, 73.1104672 33.7364806)"
87.14779172151636,residential,"LINESTRING (73.1104144 33.7367857, 73.110472 33.7367446, 73.1104971 33.7367189, 73.1105219 33.7366626, 73.1105372 33.736628, 73.1105593 33.7366061, 73.1105848 33.7366013, 73.1106167 33.7366084, 73.1106386 33.7366125, 73.1106703 33.7365894, 73.1106921 33.736569, 73.1107438 33.7365532, 73.110831 33.7365771, 73.1109233 33.7366089, 73.1110126 33.7366585, 73.1111395 33.7367464)"
11.911225752108907,residential,"LINESTRING (73.1110927 33.7368462, 73.1111395 33.7367464)"
20.87327864254673,residential,"LINESTRING (73.1110927 33.7368462, 73.1112904 33.7369368)"
65.32371409880068,residential,"LINESTRING (73.1110927 33.7368462, 73.111063 33.7369726, 73.1110415 33.7371545, 73.1110158 33.7372921, 73.1109573 33.7374198)"
36.87701806360393,residential,"LINESTRING (73.1103911 33.7368916, 73.1103743 33.7369395, 73.1103299 33.7370223, 73.1102743 33.7371106, 73.1102452 33.7371539, 73.1102049 33.7371789)"
12.034585327357409,residential,"LINESTRING (73.1103911 33.7368916, 73.1104123 33.7368249, 73.1104144 33.7367857)"
62.613300872542375,residential,"LINESTRING (73.1103911 33.7368916, 73.1101486 33.7368237, 73.1101419 33.7368081, 73.1101339 33.7367913, 73.1100333 33.7367467, 73.1100292 33.7367344, 73.1100346 33.7367133, 73.1098538 33.7366029)"
80.90068149519297,residential,"LINESTRING (73.1123739 33.7369198, 73.1123822 33.7368936, 73.1123775 33.7368635, 73.1123429 33.7368031, 73.1123045 33.736734, 73.1122684 33.7366704, 73.1122245 33.7366267, 73.1121703 33.7365768, 73.1121108 33.7365204, 73.1120564 33.7364689, 73.1119607 33.7363887, 73.1119022 33.7363303)"
12.665809339212915,residential,"LINESTRING (73.1123739 33.7369198, 73.1123394 33.7369835, 73.112321 33.7370248)"
88.96764755844382,residential,"LINESTRING (73.1123739 33.7369198, 73.1125157 33.7369553, 73.1125586 33.7369508, 73.1126109 33.736924, 73.1126632 33.7368995, 73.1127289 33.7368939, 73.1127825 33.7368973, 73.1128509 33.7368872, 73.1129207 33.7368616, 73.1130333 33.7368081, 73.1131192 33.7367623, 73.1132238 33.7367545, 73.113268 33.7367679)"
16.2000149283785,residential,"LINESTRING (73.1102049 33.7371789, 73.110037 33.7372205)"
36.87701806360393,residential,"LINESTRING (73.1102049 33.7371789, 73.1102452 33.7371539, 73.1102743 33.7371106, 73.1103299 33.7370223, 73.1103743 33.7369395, 73.1103911 33.7368916)"
75.10823082469244,residential,"LINESTRING (73.1102049 33.7371789, 73.1103159 33.7371955, 73.1104117 33.7372107, 73.1104943 33.7372365, 73.1105757 33.7372709, 73.1106804 33.7373116, 73.1107865 33.7373435, 73.1108739 33.7373793, 73.1109573 33.7374198)"
24.228557831698453,residential,"LINESTRING (73.1102049 33.7371789, 73.1101745 33.7372715, 73.1101609 33.7373421, 73.1101602 33.7373925)"
16.2000149283785,residential,"LINESTRING (73.110037 33.7372205, 73.1102049 33.7371789)"
136.8444346065609,residential,"LINESTRING (73.110037 33.7372205, 73.1099472 33.7372498, 73.1098412 33.7372871, 73.1097283 33.7373277, 73.1096134 33.7373565, 73.1095194 33.737366, 73.1094176 33.737376, 73.1093158 33.7373794, 73.1092168 33.7373878, 73.1090927 33.7373999, 73.1089919 33.7374015, 73.1088912 33.7374084, 73.108804 33.7374191, 73.1087129 33.7374289, 73.1086305 33.7374303, 73.1085967 33.7374168)"
54.45803719830461,residential,"LINESTRING (73.110037 33.7372205, 73.1097408 33.7370434, 73.1097003 33.7370392, 73.1096715 33.7370293, 73.1095397 33.7369661)"
30.09965356596698,residential,"LINESTRING (73.1101602 33.7373925, 73.1101592 33.7374612, 73.1101557 33.7375033, 73.1101468 33.7375331, 73.1101191 33.7375755, 73.1100642 33.7376422)"
24.228557831698453,residential,"LINESTRING (73.1101602 33.7373925, 73.1101609 33.7373421, 73.1101745 33.7372715, 73.1102049 33.7371789)"
73.02520972734571,residential,"LINESTRING (73.1101602 33.7373925, 73.1103203 33.7374839, 73.1103605 33.7374995, 73.1103954 33.7375017, 73.1104209 33.7374984, 73.1104772 33.7374984, 73.1105188 33.7375107, 73.1105643 33.737524, 73.1106032 33.7375185, 73.1106596 33.7375017, 73.1107534 33.7374872, 73.1108218 33.7374962, 73.1108924 33.7375231)"
12.959680417174186,residential,"LINESTRING (73.1109573 33.7374198, 73.1108924 33.7375231)"
75.10823082469244,residential,"LINESTRING (73.1109573 33.7374198, 73.1108739 33.7373793, 73.1107865 33.7373435, 73.1106804 33.7373116, 73.1105757 33.7372709, 73.1104943 33.7372365, 73.1104117 33.7372107, 73.1103159 33.7371955, 73.1102049 33.7371789)"
15.048703459072085,residential,"LINESTRING (73.1109573 33.7374198, 73.1110362 33.7374777, 73.1110725 33.7375148)"
65.32371409880068,residential,"LINESTRING (73.1109573 33.7374198, 73.1110158 33.7372921, 73.1110415 33.7371545, 73.111063 33.7369726, 73.1110927 33.7368462)"
8.007937539605388,residential,"LINESTRING (73.1085967 33.7374168, 73.1085554 33.7374801)"
136.84443460656092,residential,"LINESTRING (73.1085967 33.7374168, 73.1086305 33.7374303, 73.1087129 33.7374289, 73.108804 33.7374191, 73.1088912 33.7374084, 73.1089919 33.7374015, 73.1090927 33.7373999, 73.1092168 33.7373878, 73.1093158 33.7373794, 73.1094176 33.737376, 73.1095194 33.737366, 73.1096134 33.7373565, 73.1097283 33.7373277, 73.1098412 33.7372871, 73.1099472 33.7372498, 73.110037 33.7372205)"
90.10075553469316,residential,"LINESTRING (73.1085967 33.7374168, 73.1086132 33.7373517, 73.1086504 33.7372738, 73.108689 33.737195, 73.1087293 33.737111, 73.1087501 33.7370274, 73.1087676 33.7369541, 73.1087823 33.7368871, 73.1088099 33.7368223, 73.1088381 33.7367578, 73.1088771 33.7366912, 73.1088947 33.7366489)"
8.007937539605388,residential,"LINESTRING (73.1085554 33.7374801, 73.1085967 33.7374168)"
51.12606630196264,residential,"LINESTRING (73.1085554 33.7374801, 73.1084806 33.7375466, 73.108415 33.737598, 73.1083395 33.7376397, 73.1082512 33.7376766, 73.1080916 33.7377073)"
71.2063296149512,residential,"LINESTRING (73.1085554 33.7374801, 73.1085797 33.7375178, 73.1086194 33.7375611, 73.1086751 33.7376106, 73.1087397 33.7376643, 73.1088027 33.7377044, 73.1088789 33.7377388, 73.1089495 33.7377627, 73.1090409 33.7377861, 73.1091797 33.7378125)"
12.959680417174186,residential,"LINESTRING (73.1108924 33.7375231, 73.1109573 33.7374198)"
44.58228467535024,residential,"LINESTRING (73.1108924 33.7375231, 73.1108295 33.7376178, 73.1107827 33.7377397, 73.1107505 33.7379023)"
73.02520972734573,residential,"LINESTRING (73.1108924 33.7375231, 73.1108218 33.7374962, 73.1107534 33.7374872, 73.1106596 33.7375017, 73.1106032 33.7375185, 73.1105643 33.737524, 73.1105188 33.7375107, 73.1104772 33.7374984, 73.1104209 33.7374984, 73.1103954 33.7375017, 73.1103605 33.7374995, 73.1103203 33.7374839, 73.1101602 33.7373925)"
30.932074722431377,residential,"LINESTRING (73.1111207 33.7375595, 73.1109568 33.737802)"
6.678455300852427,residential,"LINESTRING (73.1111207 33.7375595, 73.1110842 33.7375267, 73.1110725 33.7375148)"
79.99472034636615,residential,"LINESTRING (73.1111207 33.7375595, 73.1112716 33.737645, 73.1113626 33.7377155, 73.1114311 33.7377637, 73.1115232 33.7378201, 73.1116155 33.7378741, 73.111717 33.7379321, 73.1118103 33.7379922)"
21.952575855558848,residential,"LINESTRING (73.112066 33.7376143, 73.1121194 33.7375059, 73.1121633 33.7374344)"
12.251419687567601,residential,"LINESTRING (73.112066 33.7376143, 73.1120515 33.7376883, 73.1120509 33.7377235)"
61.32060031438565,residential,"LINESTRING (73.112066 33.7376143, 73.1119003 33.7375379, 73.1118492 33.7375255, 73.1117843 33.7375095, 73.1117311 33.737491, 73.1117162 33.7374759, 73.1116917 33.7374467, 73.1116523 33.737421, 73.1115001 33.7373431)"
39.37544445125286,residential,"LINESTRING (73.1100642 33.7376422, 73.1100477 33.7376656, 73.1100111 33.7377, 73.1099757 33.7377502, 73.109945 33.7377915, 73.1099117 33.7378336, 73.1098875 33.7378755, 73.1098597 33.7379494)"
30.09965356596698,residential,"LINESTRING (73.1100642 33.7376422, 73.1101191 33.7375755, 73.1101468 33.7375331, 73.1101557 33.7375033, 73.1101592 33.7374612, 73.1101602 33.7373925)"
30.614509565533638,residential,"LINESTRING (73.1100642 33.7376422, 73.1101125 33.7376631, 73.1102139 33.7376855, 73.1103119 33.7377024, 73.1103795 33.7377221)"
50.676103054933215,tertiary,"LINESTRING (73.1080916 33.7377073, 73.1082043 33.7381533)"
244.41009824803004,tertiary,"LINESTRING (73.1080916 33.7377073, 73.1080504 33.7375444, 73.1073299 33.7356032)"
51.12606630196264,residential,"LINESTRING (73.1080916 33.7377073, 73.1082512 33.7376766, 73.1083395 33.7376397, 73.108415 33.737598, 73.1084806 33.7375466, 73.1085554 33.7374801)"
2.0577052585561337,residential,"LINESTRING (73.1092014 33.7378166, 73.1091797 33.7378125)"
17.75129846465842,residential,"LINESTRING (73.1092014 33.7378166, 73.1092956 33.7379557)"
62.87193588149256,residential,"LINESTRING (73.1092014 33.7378166, 73.1093293 33.7378373, 73.1094379 33.7378654, 73.1095679 33.7379049, 73.1096965 33.7379338, 73.1098597 33.7379494)"
9.60478152874791,residential,"LINESTRING (73.1107505 33.7379023, 73.1107683 33.7379874)"
11.17915330629599,residential,"LINESTRING (73.1107505 33.7379023, 73.110858 33.7379483)"
44.58228467535024,residential,"LINESTRING (73.1107505 33.7379023, 73.1107827 33.7377397, 73.1108295 33.7376178, 73.1108924 33.7375231)"
6.375752716633594,residential,"LINESTRING (73.1101131 33.7395612, 73.1101479 33.7395117)"
9.200923434305222,residential,"LINESTRING (73.1101131 33.7395612, 73.1100266 33.7395203)"
49.55132852559212,residential,"LINESTRING (73.1101131 33.7395612, 73.1100255 33.7397022, 73.1099309 33.7398365, 73.1098302 33.7399376)"
39.700412301426866,tertiary,"LINESTRING (73.1086235 33.7398136, 73.1087768 33.7401471)"
188.64258101151722,tertiary,"LINESTRING (73.1086235 33.7398136, 73.1085139 33.7393788, 73.1082043 33.7381533)"
70.53622183628337,residential,"LINESTRING (73.1086235 33.7398136, 73.1086632 33.7397528, 73.1087092 33.7396766, 73.1087572 33.7395997, 73.1087997 33.7395226, 73.1088462 33.7394467, 73.1088943 33.7393689, 73.1089519 33.7392953, 73.1089921 33.7392609)"
49.551328525592126,residential,"LINESTRING (73.1098302 33.7399376, 73.1099309 33.7398365, 73.1100255 33.7397022, 73.1101131 33.7395612)"
74.36848183791145,residential,"LINESTRING (73.1098302 33.7399376, 73.1097454 33.7399675, 73.1096378 33.7399764, 73.1094475 33.7399629, 73.1093096 33.7399535, 73.1091673 33.7399871, 73.1090513 33.7400296)"
216.1358626080159,unclassified,"LINESTRING (73.1098302 33.7399376, 73.1100748 33.7399991, 73.1102194 33.7400241, 73.1103631 33.7400454, 73.1105213 33.7400397, 73.1106423 33.7400031, 73.1108107 33.7399445, 73.110972 33.7399061, 73.1111318 33.7398697, 73.1112912 33.7398604, 73.1114577 33.7398513, 73.1116199 33.7398208, 73.1117712 33.7397586, 73.1118982 33.7395956, 73.1119511 33.7395352)"
39.700412301426866,tertiary,"LINESTRING (73.1087768 33.7401471, 73.1086235 33.7398136)"
311.81331989183934,tertiary,"LINESTRING (73.1087768 33.7401471, 73.109129 33.7417408, 73.1093427 33.7429112)"
28.56437595386675,residential,"LINESTRING (73.1087768 33.7401471, 73.1089829 33.7400546, 73.1090513 33.7400296)"
21.124024986807274,residential,"LINESTRING (73.112263 33.7387876, 73.1122403 33.7387339, 73.1121542 33.7386815, 73.1121106 33.738656)"
52.0925778433328,residential,"LINESTRING (73.112263 33.7387876, 73.1122312 33.7388353, 73.1122078 33.7388866, 73.1121869 33.7389632, 73.1121671 33.7390385, 73.1121477 33.7391267, 73.1121373 33.7392062, 73.1121265 33.7392388)"
105.13642292918027,residential,"LINESTRING (73.112263 33.7387876, 73.1123041 33.7387895, 73.1123436 33.7388112, 73.112411 33.7388686, 73.1124882 33.7389206, 73.1125998 33.7389642, 73.1128549 33.7390302, 73.1130357 33.7390836, 73.1132779 33.7391835)"
